vc_ref,tetrad,tetrad_name_vc,wholly_in_vc_flag
H10,S17G,,t
H10,S17H,,t
H10,S17I,,f
H10,S17J,,f
H10,S17K,,t
H10,S17L,,t
H10,S17M,,f
H10,S17N,,f
H10,S17Q,,f
H10,S17R,,f
H10,S17S,,f
H10,S17V,,f
H10,S17W,,f
H10,S18A,,f
H10,S18B,,f
H10,S18C,,t
H10,S18D,,t
H10,S18E,,t
H10,S18F,,t
H10,S18G,,t
H10,S18H,,t
H10,S18I,,t
H10,S18J,,t
H10,S18K,,t
H10,S18L,,t
H10,S18M,,t
H10,S18N,,t
H10,S18P,,t
H10,S18Q,,f
H10,S18R,,t
H10,S18S,,t
H10,S18T,,t
H10,S18U,,t
H10,S18V,,f
H10,S18W,,f
H10,S18X,,t
H10,S18Y,,f
H10,S18Z,,f
H10,S19E,,f
H10,S19I,,f
H10,S19J,,f
H10,S19P,,f
H10,S19U,,f
H10,S28B,,f
H10,S28C,,f
H10,S28D,,f
H10,S28G,,f
H10,S28H,,f
H11,S26F,,f
H11,S26G,,f
H11,S26H,,f
H11,S26K,,t
H11,S26L,,t
H11,S26M,,f
H11,S26N,,f
H11,S26Q,,t
H11,S26R,,t
H11,S26S,,t
H11,S26T,,f
H11,S26V,,t
H11,S26W,,t
H11,S26X,,t
H11,S26Y,,f
H11,S26Z,,f
H11,S27J,,f
H11,S27N,,f
H11,S27P,,f
H11,S27S,,f
H11,S27T,,f
H11,S27U,,f
H11,S27X,,f
H11,S27Y,,f
H11,S27Z,,t
H11,S33Q,,f
H11,S33R,,f
H11,S33S,,f
H11,S33V,,f
H11,S33W,,f
H11,S33X,,f
H11,S33Y,,f
H11,S34K,,f
H11,S34Q,,f
H11,S34R,,f
H11,S34S,,f
H11,S34T,,f
H11,S34U,,f
H11,S34V,,t
H11,S34W,,t
H11,S34X,,t
H11,S34Y,,t
H11,S34Z,,f
H11,S35A,,f
H11,S35F,,f
H11,S35G,,f
H11,S35H,,f
H11,S35I,,f
H11,S35K,,t
H11,S35L,,t
H11,S35M,,t
H11,S35N,,f
H11,S35P,,f
H11,S35Q,,t
H11,S35R,,t
H11,S35S,,t
H11,S35T,,t
H11,S35U,,t
H11,S35V,,t
H11,S35W,,t
H11,S35X,,t
H11,S35Y,,t
H11,S35Z,,t
H11,S36A,,t
H11,S36B,,t
H11,S36C,,t
H11,S36D,,t
H11,S36E,,f
H11,S36F,,t
H11,S36G,,t
H11,S36H,,t
H11,S36I,,t
H11,S36J,,t
H11,S36K,,t
H11,S36L,,t
H11,S36M,,t
H11,S36N,,t
H11,S36P,,t
H11,S36Q,,t
H11,S36R,,t
H11,S36S,,t
H11,S36T,,t
H11,S36U,,t
H11,S36V,,t
H11,S36W,,t
H11,S36X,,t
H11,S36Y,,t
H11,S36Z,,t
H11,S37D,,f
H11,S37E,,t
H11,S37I,,f
H11,S37J,,t
H11,S37N,,f
H11,S37P,,f
H11,S37U,,f
H11,S37Y,,f
H11,S37Z,,f
H11,S41Q,,f
H11,S41R,,f
H11,S41V,,t
H11,S41W,,f
H11,S41X,,f
H11,S41Y,,f
H11,S42A,,f
H11,S42B,,f
H11,S42C,,f
H11,S42D,,f
H11,S42F,,f
H11,S42G,,t
H11,S42H,,t
H11,S42I,,f
H11,S42J,,f
H11,S42K,,t
H11,S42L,,t
H11,S42M,,t
H11,S42N,,t
H11,S42P,,f
H11,S42Q,,t
H11,S42R,,t
H11,S42S,,t
H11,S42T,,t
H11,S42U,,f
H11,S42V,,t
H11,S42W,,t
H11,S42X,,t
H11,S42Y,,t
H11,S42Z,,t
H11,S43A,,t
H11,S43B,,t
H11,S43C,,t
H11,S43D,,f
H11,S43E,,f
H11,S43F,,t
H11,S43G,,t
H11,S43H,,t
H11,S43I,,t
H11,S43J,,f
H11,S43K,,t
H11,S43L,,t
H11,S43M,,t
H11,S43N,,t
H11,S43P,,t
H11,S43Q,,t
H11,S43R,,t
H11,S43S,,t
H11,S43T,,t
H11,S43U,,t
H11,S43V,,t
H11,S43W,,t
H11,S43X,,t
H11,S43Y,,t
H11,S43Z,,t
H11,S44A,,t
H11,S44B,,t
H11,S44C,,t
H11,S44D,,t
H11,S44E,,t
H11,S44F,,t
H11,S44G,,t
H11,S44H,,t
H11,S44I,,t
H11,S44J,,t
H11,S44K,,t
H11,S44L,,t
H11,S44M,,t
H11,S44N,,t
H11,S44P,,t
H11,S44Q,,t
H11,S44R,,t
H11,S44S,,t
H11,S44T,,t
H11,S44U,,t
H11,S44V,,t
H11,S44W,,t
H11,S44X,,t
H11,S44Y,,t
H11,S44Z,,t
H11,S45A,,t
H11,S45B,,t
H11,S45C,,t
H11,S45D,,t
H11,S45E,,t
H11,S45F,,t
H11,S45G,,t
H11,S45H,,t
H11,S45I,,t
H11,S45J,,t
H11,S45K,,t
H11,S45L,,t
H11,S45M,,t
H11,S45N,,t
H11,S45P,,t
H11,S45Q,,t
H11,S45R,,t
H11,S45S,,t
H11,S45T,,t
H11,S45U,,t
H11,S45V,,t
H11,S45W,,t
H11,S45X,,t
H11,S45Y,,t
H11,S45Z,,t
H11,S46A,,t
H11,S46B,,t
H11,S46C,,t
H11,S46D,,t
H11,S46E,,t
H11,S46F,,t
H11,S46G,,t
H11,S46H,,t
H11,S46I,,t
H11,S46J,,t
H11,S46K,,t
H11,S46L,,t
H11,S46M,,t
H11,S46N,,t
H11,S46P,,t
H11,S46Q,,t
H11,S46R,,t
H11,S46S,,t
H11,S46T,,t
H11,S46U,,t
H11,S46V,,t
H11,S46W,,t
H11,S46X,,t
H11,S46Y,,t
H11,S46Z,,t
H11,S47C,,f
H11,S47D,,f
H11,S47E,,f
H11,S47H,,f
H11,S47I,,f
H11,S47J,,t
H11,S47K,,f
H11,S47L,,f
H11,S47M,,f
H11,S47N,,f
H11,S47P,,t
H11,S47Q,,f
H11,S47R,,t
H11,S47S,,t
H11,S47T,,t
H11,S47U,,t
H11,S47V,,f
H11,S47W,,f
H11,S47X,,t
H11,S47Y,,t
H11,S47Z,,t
H11,S51A,,t
H11,S51B,,t
H11,S51C,,t
H11,S51D,,f
H11,S51F,,t
H11,S51G,,t
H11,S51H,,t
H11,S51I,,f
H11,S51J,,f
H11,S51K,,t
H11,S51L,,t
H11,S51M,,t
H11,S51N,,f
H11,S51P,,f
H11,S51Q,,t
H11,S51R,,t
H11,S51S,,f
H11,S51T,,f
H11,S51V,,t
H11,S51W,,t
H11,S51X,,f
H11,S51Y,,f
H11,S52A,,t
H11,S52B,,t
H11,S52C,,t
H11,S52D,,t
H11,S52E,,t
H11,S52F,,t
H11,S52G,,t
H11,S52H,,t
H11,S52I,,t
H11,S52J,,t
H11,S52K,,t
H11,S52L,,t
H11,S52M,,t
H11,S52N,,t
H11,S52P,,t
H11,S52Q,,t
H11,S52R,,t
H11,S52S,,t
H11,S52T,,t
H11,S52U,,t
H11,S52V,,t
H11,S52W,,t
H11,S52X,,t
H11,S52Y,,t
H11,S52Z,,t
H11,S53A,,t
H11,S53B,,t
H11,S53C,,t
H11,S53D,,t
H11,S53E,,t
H11,S53F,,t
H11,S53G,,t
H11,S53H,,t
H11,S53I,,t
H11,S53J,,t
H11,S53K,,t
H11,S53L,,t
H11,S53M,,t
H11,S53N,,t
H11,S53P,,t
H11,S53Q,,t
H11,S53R,,t
H11,S53S,,t
H11,S53T,,t
H11,S53U,,t
H11,S53V,,t
H11,S53W,,t
H11,S53X,,t
H11,S53Y,,t
H11,S53Z,,t
H11,S54A,,t
H11,S54B,,t
H11,S54C,,t
H11,S54D,,t
H11,S54E,,t
H11,S54F,,t
H11,S54G,,t
H11,S54H,,t
H11,S54I,,t
H11,S54J,,t
H11,S54K,,t
H11,S54L,,t
H11,S54M,,t
H11,S54N,,t
H11,S54P,,t
H11,S54Q,,t
H11,S54R,,t
H11,S54S,,t
H11,S54T,,t
H11,S54U,,t
H11,S54V,,t
H11,S54W,,t
H11,S54X,,t
H11,S54Y,,t
H11,S54Z,,t
H11,S55A,,t
H11,S55B,,t
H11,S55C,,t
H11,S55D,,t
H11,S55E,,t
H11,S55F,,t
H11,S55G,,t
H11,S55H,,t
H11,S55I,,t
H11,S55J,,t
H11,S55K,,t
H11,S55L,,t
H11,S55M,,t
H11,S55N,,t
H11,S55P,,t
H11,S55Q,,t
H11,S55R,,t
H11,S55S,,t
H11,S55T,,t
H11,S55U,,t
H11,S55V,,t
H11,S55W,,t
H11,S55X,,t
H11,S55Y,,t
H11,S55Z,,t
H11,S56A,,t
H11,S56B,,t
H11,S56C,,t
H11,S56D,,t
H11,S56E,,t
H11,S56F,,t
H11,S56G,,t
H11,S56H,,t
H11,S56I,,t
H11,S56J,,t
H11,S56K,,t
H11,S56L,,t
H11,S56M,,t
H11,S56N,,t
H11,S56P,,t
H11,S56Q,,t
H11,S56R,,t
H11,S56S,,t
H11,S56T,,t
H11,S56U,,t
H11,S56V,,t
H11,S56W,,t
H11,S56X,,t
H11,S56Y,,t
H11,S56Z,,t
H11,S57A,,f
H11,S57B,,f
H11,S57C,,t
H11,S57D,,t
H11,S57E,,t
H11,S57F,,t
H11,S57G,,t
H11,S57H,,t
H11,S57I,,t
H11,S57J,,t
H11,S57K,,t
H11,S57L,,t
H11,S57M,,t
H11,S57N,,t
H11,S57P,,t
H11,S57Q,,f
H11,S57R,,f
H11,S57S,,t
H11,S57T,,t
H11,S57U,,t
H11,S57V,,f
H11,S57W,,f
H11,S57X,,f
H11,S57Y,,t
H11,S57Z,,t
H11,S58E,,f
H11,S58I,,f
H11,S58J,,f
H11,S58N,,f
H11,S58P,,f
H11,S58U,,f
H11,S58Z,,f
H11,S61A,,t
H11,S61B,,t
H11,S61C,,t
H11,S61D,,f
H11,S61E,,f
H11,S61F,,t
H11,S61G,,t
H11,S61H,,t
H11,S61I,,f
H11,S61J,,f
H11,S61K,,t
H11,S61L,,t
H11,S61M,,t
H11,S61N,,f
H11,S61P,,f
H11,S61Q,,f
H11,S61R,,f
H11,S61S,,f
H11,S61T,,f
H11,S61V,,f
H11,S61X,,f
H11,S62A,,t
H11,S62B,,t
H11,S62C,,t
H11,S62D,,t
H11,S62E,,t
H11,S62F,,t
H11,S62G,,t
H11,S62H,,t
H11,S62I,,t
H11,S62J,,t
H11,S62K,,t
H11,S62L,,t
H11,S62M,,t
H11,S62N,,t
H11,S62P,,t
H11,S62Q,,t
H11,S62R,,t
H11,S62S,,t
H11,S62T,,t
H11,S62U,,t
H11,S62V,,t
H11,S62W,,t
H11,S62X,,f
H11,S62Y,,f
H11,S62Z,,f
H11,S63A,,t
H11,S63B,,t
H11,S63C,,t
H11,S63D,,t
H11,S63E,,t
H11,S63F,,t
H11,S63G,,t
H11,S63H,,t
H11,S63I,,t
H11,S63J,,t
H11,S63K,,t
H11,S63L,,t
H11,S63M,,t
H11,S63N,,t
H11,S63P,,t
H11,S63Q,,t
H11,S63R,,t
H11,S63S,,t
H11,S63T,,t
H11,S63U,,t
H11,S63V,,t
H11,S63W,,t
H11,S63X,,t
H11,S63Y,,t
H11,S63Z,,t
H11,S64A,,t
H11,S64B,,t
H11,S64C,,t
H11,S64D,,t
H11,S64E,,t
H11,S64F,,t
H11,S64G,,t
H11,S64H,,t
H11,S64I,,t
H11,S64J,,t
H11,S64K,,t
H11,S64L,,t
H11,S64M,,t
H11,S64N,,t
H11,S64P,,t
H11,S64Q,,t
H11,S64R,,t
H11,S64S,,t
H11,S64T,,t
H11,S64U,,t
H11,S64V,,t
H11,S64W,,t
H11,S64X,,t
H11,S64Y,,t
H11,S64Z,,t
H11,S65A,,t
H11,S65B,,t
H11,S65C,,t
H11,S65D,,t
H11,S65E,,t
H11,S65F,,t
H11,S65G,,t
H11,S65H,,t
H11,S65I,,t
H11,S65J,,t
H11,S65K,,t
H11,S65L,,t
H11,S65M,,t
H11,S65N,,t
H11,S65P,,t
H11,S65Q,,f
H11,S65R,,t
H11,S65S,,t
H11,S65T,,t
H11,S65U,,t
H11,S65V,,f
H11,S65W,,f
H11,S65X,,f
H11,S65Y,,f
H11,S65Z,,f
H11,S66A,,f
H11,S66B,,f
H11,S66C,,f
H11,S66D,,t
H11,S66E,,t
H11,S66F,,f
H11,S66H,,f
H11,S66I,,f
H11,S66J,,f
H11,S66N,,f
H11,S66P,,f
H11,S66U,,f
H11,S67C,,f
H11,S67D,,t
H11,S67E,,f
H11,S67H,,f
H11,S67I,,f
H11,S67J,,f
H11,S72A,,f
H11,S72B,,f
H11,S72C,,f
H11,S72F,,f
H11,S73A,,f
H11,S73B,,t
H11,S73C,,t
H11,S73D,,t
H11,S73E,,f
H11,S73F,,f
H11,S73G,,f
H11,S73H,,f
H11,S73I,,f
H11,S73J,,f
H11,S74A,,f
H11,S74B,,t
H11,S74C,,f
H11,S74D,,f
H11,S74E,,t
H11,S74F,,f
H11,S74G,,f
H11,S74H,,f
H11,S74I,,f
H11,S74J,,f
H11,S75E,,f
H12,S61Q,,f
H12,S61R,,f
H12,S61S,,f
H12,S61V,,f
H12,S61W,,t
H12,S61X,,f
H12,S61Y,,f
H12,S61Z,,f
H12,S62X,,f
H12,S62Y,,f
H12,S62Z,,f
H12,S70A,,f
H12,S70F,,f
H12,S70G,,f
H12,S70K,,t
H12,S70L,,f
H12,S70M,,f
H12,S70N,,f
H12,S70P,,f
H12,S70Q,,t
H12,S70R,,t
H12,S70S,,t
H12,S70T,,f
H12,S70U,,f
H12,S70V,,f
H12,S70W,,f
H12,S70X,,f
H12,S70Y,,f
H12,S71A,,t
H12,S71B,,t
H12,S71C,,t
H12,S71D,,t
H12,S71E,,f
H12,S71F,,t
H12,S71G,,t
H12,S71H,,t
H12,S71I,,t
H12,S71J,,t
H12,S71K,,t
H12,S71L,,t
H12,S71M,,t
H12,S71N,,t
H12,S71P,,t
H12,S71Q,,t
H12,S71R,,t
H12,S71S,,t
H12,S71T,,t
H12,S71U,,t
H12,S71V,,t
H12,S71W,,t
H12,S71X,,t
H12,S71Y,,t
H12,S71Z,,t
H12,S72A,,f
H12,S72B,,f
H12,S72C,,f
H12,S72D,,t
H12,S72E,,t
H12,S72F,,f
H12,S72G,,t
H12,S72H,,t
H12,S72I,,t
H12,S72J,,t
H12,S72K,,t
H12,S72L,,t
H12,S72M,,t
H12,S72N,,t
H12,S72P,,t
H12,S72Q,,t
H12,S72R,,t
H12,S72S,,t
H12,S72T,,t
H12,S72U,,t
H12,S72V,,t
H12,S72W,,t
H12,S72X,,t
H12,S72Y,,t
H12,S72Z,,t
H12,S73E,,f
H12,S73H,,f
H12,S73I,,f
H12,S73J,,f
H12,S73M,,f
H12,S73N,,t
H12,S73P,,t
H12,S73Q,,f
H12,S73R,,f
H12,S73S,,f
H12,S73T,,t
H12,S73U,,t
H12,S73V,,f
H12,S73W,,t
H12,S73X,,t
H12,S73Y,,t
H12,S73Z,,t
H12,S74Y,,f
H12,S74Z,,f
H12,S80A,,f
H12,S80B,,f
H12,S80C,,f
H12,S80D,,f
H12,S80F,,f
H12,S80G,,f
H12,S80K,,t
H12,S80L,,f
H12,S80M,,f
H12,S80Q,,f
H12,S80R,,f
H12,S80S,,f
H12,S80V,,f
H12,S80W,,f
H12,S81A,,t
H12,S81B,,t
H12,S81C,,t
H12,S81D,,t
H12,S81E,,f
H12,S81F,,t
H12,S81G,,t
H12,S81H,,t
H12,S81I,,t
H12,S81J,,f
H12,S81K,,t
H12,S81L,,t
H12,S81M,,t
H12,S81N,,f
H12,S81P,,f
H12,S81Q,,t
H12,S81R,,t
H12,S81S,,t
H12,S81T,,t
H12,S81U,,t
H12,S81V,,t
H12,S81W,,t
H12,S81X,,t
H12,S81Y,,t
H12,S81Z,,t
H12,S82A,,t
H12,S82B,,t
H12,S82C,,t
H12,S82D,,t
H12,S82E,,t
H12,S82F,,t
H12,S82G,,t
H12,S82H,,t
H12,S82I,,t
H12,S82J,,t
H12,S82K,,t
H12,S82L,,t
H12,S82M,,t
H12,S82N,,t
H12,S82P,,t
H12,S82Q,,t
H12,S82R,,t
H12,S82S,,t
H12,S82T,,t
H12,S82U,,t
H12,S82V,,t
H12,S82W,,t
H12,S82X,,t
H12,S82Y,,t
H12,S82Z,,t
H12,S83A,,t
H12,S83B,,t
H12,S83C,,t
H12,S83D,,t
H12,S83E,,t
H12,S83F,,t
H12,S83G,,t
H12,S83H,,t
H12,S83I,,t
H12,S83J,,t
H12,S83K,,t
H12,S83L,,t
H12,S83M,,t
H12,S83N,,t
H12,S83P,,t
H12,S83Q,,t
H12,S83R,,t
H12,S83S,,t
H12,S83T,,t
H12,S83U,,t
H12,S83V,,t
H12,S83W,,t
H12,S83X,,t
H12,S83Y,,t
H12,S83Z,,t
H12,S84B,,f
H12,S84C,,f
H12,S84D,,f
H12,S84E,,t
H12,S84F,,f
H12,S84G,,f
H12,S84H,,t
H12,S84I,,t
H12,S84J,,t
H12,S84K,,t
H12,S84L,,t
H12,S84M,,t
H12,S84N,,t
H12,S84P,,t
H12,S84Q,,t
H12,S84R,,t
H12,S84S,,t
H12,S84T,,t
H12,S84U,,t
H12,S84V,,t
H12,S84W,,t
H12,S84X,,t
H12,S84Y,,t
H12,S84Z,,t
H12,S85I,,f
H12,S85J,,f
H12,S85M,,f
H12,S85N,,f
H12,S85P,,t
H12,S85S,,f
H12,S85T,,t
H12,S85U,,t
H12,S85V,,f
H12,S85W,,f
H12,S85X,,f
H12,S85Y,,t
H12,S85Z,,t
H12,S90A,,f
H12,S90B,,f
H12,S90F,,f
H12,S90G,,f
H12,S90H,,f
H12,S90K,,t
H12,S90L,,t
H12,S90M,,f
H12,S90N,,f
H12,S90Q,,t
H12,S90R,,t
H12,S90S,,t
H12,S90T,,f
H12,S90V,,t
H12,S90W,,t
H12,S90X,,f
H12,S90Y,,f
H12,S91A,,t
H12,S91B,,t
H12,S91C,,t
H12,S91D,,t
H12,S91E,,t
H12,S91F,,t
H12,S91G,,t
H12,S91H,,t
H12,S91I,,t
H12,S91J,,t
H12,S91K,,t
H12,S91L,,t
H12,S91M,,t
H12,S91N,,t
H12,S91P,,t
H12,S91Q,,t
H12,S91R,,t
H12,S91S,,t
H12,S91T,,t
H12,S91U,,t
H12,S91V,,t
H12,S91W,,t
H12,S91X,,t
H12,S91Y,,t
H12,S91Z,,t
H12,S92A,,t
H12,S92B,,t
H12,S92C,,t
H12,S92D,,t
H12,S92E,,t
H12,S92F,,t
H12,S92G,,t
H12,S92H,,t
H12,S92I,,t
H12,S92J,,t
H12,S92K,,t
H12,S92L,,t
H12,S92M,,t
H12,S92N,,t
H12,S92P,,t
H12,S92Q,,t
H12,S92R,,t
H12,S92S,,t
H12,S92T,,t
H12,S92U,,t
H12,S92V,,t
H12,S92W,,t
H12,S92X,,t
H12,S92Y,,t
H12,S92Z,,t
H12,S93A,,t
H12,S93B,,t
H12,S93C,,t
H12,S93D,,t
H12,S93E,,t
H12,S93F,,t
H12,S93G,,t
H12,S93H,,t
H12,S93I,,t
H12,S93J,,t
H12,S93K,,t
H12,S93L,,t
H12,S93M,,t
H12,S93N,,t
H12,S93P,,t
H12,S93Q,,t
H12,S93R,,t
H12,S93S,,t
H12,S93T,,t
H12,S93U,,t
H12,S93V,,t
H12,S93W,,t
H12,S93X,,t
H12,S93Y,,t
H12,S93Z,,t
H12,S94A,,t
H12,S94B,,t
H12,S94C,,t
H12,S94D,,t
H12,S94E,,t
H12,S94F,,t
H12,S94G,,t
H12,S94H,,t
H12,S94I,,t
H12,S94J,,t
H12,S94K,,t
H12,S94L,,t
H12,S94M,,t
H12,S94N,,t
H12,S94P,,t
H12,S94Q,,t
H12,S94R,,t
H12,S94S,,t
H12,S94T,,t
H12,S94U,,t
H12,S94V,,t
H12,S94W,,t
H12,S94X,,t
H12,S94Y,,t
H12,S94Z,,t
H12,S95A,,f
H12,S95B,,f
H12,S95C,,f
H12,S95D,,t
H12,S95E,,t
H12,S95F,,t
H12,S95G,,t
H12,S95H,,t
H12,S95I,,t
H12,S95J,,t
H12,S95K,,t
H12,S95L,,t
H12,S95M,,t
H12,S95N,,t
H12,S95P,,t
H12,S95Q,,f
H12,S95R,,t
H12,S95S,,t
H12,S95T,,t
H12,S95U,,t
H12,S95V,,t
H12,S95W,,t
H12,S95X,,t
H12,S95Y,,t
H12,S95Z,,t
H12,S96E,,f
H12,S96I,,f
H12,S96J,,f
H12,S96N,,f
H12,S96P,,f
H12,S96T,,f
H12,S96U,,f
H12,S96Z,,f
H12,T00A,,t
H12,T00B,,t
H12,T00C,,f
H12,T00F,,t
H12,T00G,,t
H12,T00H,,f
H12,T00K,,t
H12,T00L,,t
H12,T00M,,f
H12,T00Q,,t
H12,T00R,,t
H12,T00S,,f
H12,T00V,,t
H12,T00W,,t
H12,T00X,,f
H12,T01A,,t
H12,T01B,,t
H12,T01C,,t
H12,T01D,,t
H12,T01E,,t
H12,T01F,,t
H12,T01G,,t
H12,T01H,,t
H12,T01I,,t
H12,T01J,,t
H12,T01K,,f
H12,T01L,,t
H12,T01M,,t
H12,T01N,,t
H12,T01P,,t
H12,T01Q,,f
H12,T01R,,f
H12,T01S,,t
H12,T01T,,t
H12,T01U,,t
H12,T01V,,f
H12,T01W,,f
H12,T01X,,f
H12,T01Y,,t
H12,T01Z,,t
H12,T02A,,t
H12,T02B,,t
H12,T02C,,t
H12,T02D,,t
H12,T02E,,t
H12,T02F,,t
H12,T02G,,t
H12,T02H,,t
H12,T02I,,t
H12,T02J,,t
H12,T02K,,t
H12,T02L,,t
H12,T02M,,t
H12,T02N,,f
H12,T02P,,f
H12,T02Q,,t
H12,T02R,,t
H12,T02S,,t
H12,T02T,,f
H12,T02U,,f
H12,T02V,,t
H12,T02W,,t
H12,T02X,,t
H12,T02Y,,f
H12,T03A,,t
H12,T03B,,t
H12,T03C,,t
H12,T03D,,t
H12,T03E,,t
H12,T03F,,t
H12,T03G,,t
H12,T03H,,t
H12,T03I,,t
H12,T03J,,t
H12,T03K,,t
H12,T03L,,t
H12,T03M,,t
H12,T03N,,t
H12,T03P,,t
H12,T03Q,,t
H12,T03R,,t
H12,T03S,,t
H12,T03T,,t
H12,T03U,,t
H12,T03V,,t
H12,T03W,,t
H12,T03X,,t
H12,T03Y,,t
H12,T03Z,,t
H12,T04A,,t
H12,T04B,,t
H12,T04C,,t
H12,T04D,,t
H12,T04E,,t
H12,T04F,,t
H12,T04G,,t
H12,T04H,,t
H12,T04I,,t
H12,T04J,,t
H12,T04K,,t
H12,T04L,,t
H12,T04M,,t
H12,T04N,,t
H12,T04P,,t
H12,T04Q,,t
H12,T04R,,t
H12,T04S,,t
H12,T04T,,t
H12,T04U,,t
H12,T04V,,t
H12,T04W,,t
H12,T04X,,t
H12,T04Y,,t
H12,T04Z,,t
H12,T05A,,t
H12,T05B,,t
H12,T05C,,t
H12,T05D,,t
H12,T05E,,t
H12,T05F,,t
H12,T05G,,t
H12,T05H,,t
H12,T05I,,t
H12,T05J,,t
H12,T05K,,t
H12,T05L,,t
H12,T05M,,t
H12,T05N,,t
H12,T05P,,t
H12,T05Q,,t
H12,T05R,,t
H12,T05S,,t
H12,T05T,,t
H12,T05U,,t
H12,T05V,,t
H12,T05W,,t
H12,T05X,,t
H12,T05Y,,t
H12,T05Z,,t
H12,T06E,,f
H12,T06H,,f
H12,T06I,,f
H12,T06J,,f
H12,T06K,,f
H12,T06L,,f
H12,T06M,,f
H12,T06N,,t
H12,T06P,,t
H12,T06Q,,f
H12,T06R,,t
H12,T06S,,t
H12,T06T,,t
H12,T06U,,t
H12,T06V,,t
H12,T06W,,t
H12,T06X,,t
H12,T06Y,,t
H12,T06Z,,t
H12,T07U,,f
H12,T07Y,,f
H12,T07Z,,f
H12,T10A,,t
H12,T10B,,t
H12,T10C,,f
H12,T10D,,f
H12,T10F,,f
H12,T10G,,f
H12,T10H,,f
H12,T10I,,f
H12,T10K,,f
H12,T11A,,f
H12,T11C,,f
H12,T11D,,f
H12,T11E,,t
H12,T11I,,f
H12,T11J,,t
H12,T11N,,f
H12,T11P,,f
H12,T12A,,f
H12,T12B,,f
H12,T12C,,f
H12,T12D,,f
H12,T12F,,f
H12,T13A,,t
H12,T13B,,t
H12,T13C,,t
H12,T13D,,t
H12,T13E,,t
H12,T13F,,t
H12,T13G,,t
H12,T13H,,t
H12,T13I,,f
H12,T13J,,f
H12,T13K,,t
H12,T13L,,f
H12,T13M,,f
H12,T13N,,f
H12,T13Q,,f
H12,T13R,,f
H12,T13V,,f
H12,T14A,,t
H12,T14B,,t
H12,T14C,,t
H12,T14D,,t
H12,T14E,,t
H12,T14F,,t
H12,T14G,,t
H12,T14H,,t
H12,T14I,,t
H12,T14J,,t
H12,T14K,,t
H12,T14L,,t
H12,T14M,,t
H12,T14N,,t
H12,T14P,,t
H12,T14Q,,t
H12,T14R,,t
H12,T14S,,t
H12,T14T,,t
H12,T14U,,t
H12,T14V,,t
H12,T14W,,t
H12,T14X,,t
H12,T14Y,,f
H12,T14Z,,f
H12,T15A,,t
H12,T15B,,t
H12,T15C,,t
H12,T15D,,t
H12,T15E,,t
H12,T15F,,t
H12,T15G,,t
H12,T15H,,t
H12,T15I,,t
H12,T15J,,t
H12,T15K,,t
H12,T15L,,t
H12,T15M,,t
H12,T15N,,t
H12,T15P,,t
H12,T15Q,,t
H12,T15R,,t
H12,T15S,,t
H12,T15T,,t
H12,T15U,,t
H12,T15V,,t
H12,T15W,,t
H12,T15X,,f
H12,T15Y,,f
H12,T15Z,,t
H12,T16A,,t
H12,T16B,,t
H12,T16C,,t
H12,T16D,,t
H12,T16E,,t
H12,T16F,,t
H12,T16G,,t
H12,T16H,,t
H12,T16I,,t
H12,T16J,,t
H12,T16K,,t
H12,T16L,,t
H12,T16M,,t
H12,T16N,,t
H12,T16P,,t
H12,T16Q,,t
H12,T16R,,t
H12,T16S,,t
H12,T16T,,t
H12,T16U,,t
H12,T16V,,t
H12,T16W,,t
H12,T16X,,t
H12,T16Y,,t
H12,T16Z,,t
H12,T17D,,f
H12,T17E,,t
H12,T17I,,f
H12,T17J,,t
H12,T17N,,f
H12,T17P,,f
H12,T17T,,f
H12,T17U,,f
H12,T17Z,,f
H12,T24A,,f
H12,T24B,,f
H12,T24C,,f
H12,T24D,,f
H12,T24G,,f
H12,T24H,,f
H12,T25A,,f
H12,T25B,,f
H12,T25C,,f
H12,T25D,,f
H12,T25E,,f
H12,T26A,,t
H12,T26B,,t
H12,T26C,,t
H12,T26D,,t
H12,T26E,,f
H12,T26F,,f
H12,T26G,,f
H12,T26H,,t
H12,T26I,,f
H12,T26J,,f
H12,T26L,,f
H12,T26M,,f
H12,T26N,,f
H12,T27E,,f
H12,T27J,,f
H12,X279F,,f
H12,X279G,,f
H12,X279K,,f
H12,X279L,,f
H12,X299L,,f
H12,X299Q,,f
H13,S65Q,,f
H13,S65V,,f
H13,S65W,,f
H13,S65X,,f
H13,S65Y,,f
H13,S65Z,,f
H13,S66A,,f
H13,S66B,,f
H13,S66C,,f
H13,S66F,,f
H13,S66G,,t
H13,S66H,,f
H13,S66I,,f
H13,S66J,,f
H13,S66K,,t
H13,S66L,,t
H13,S66M,,t
H13,S66N,,f
H13,S66P,,f
H13,S66Q,,t
H13,S66R,,t
H13,S66S,,t
H13,S66T,,t
H13,S66U,,f
H13,S66V,,t
H13,S66W,,t
H13,S66X,,t
H13,S66Y,,t
H13,S66Z,,t
H13,S67E,,f
H13,S67J,,f
H13,S67N,,f
H13,S67P,,f
H13,S67T,,f
H13,S67U,,t
H13,S67Y,,f
H13,S67Z,,t
H13,S73A,,f
H13,S73F,,f
H13,S73G,,f
H13,S73H,,f
H13,S73K,,t
H13,S73L,,t
H13,S73M,,f
H13,S73Q,,f
H13,S73R,,f
H13,S73S,,f
H13,S73V,,f
H13,S74A,,f
H13,S74C,,f
H13,S74D,,f
